,make,model,year,transmission,fuel_type,mileage,price,platform
2764,TOYOTA,Vios,2017,MANUAL,Gasoline,6700.0,435000,carmudi
2765,TOYOTA,Vios,2016,MANUAL,Gasoline,99.0,478000,carmudi
2766,HYUNDAI,Grand Starex,2006,AUTOMATIC,Diesel,99.0,350000,carmudi
2767,TOYOTA,Innova,2016,MANUAL,Diesel,15000.0,735000,carmudi
2768,TOYOTA,Corolla Altis,2017,MANUAL,Gasoline,35000.0,495000,carmudi
2769,TOYOTA,Wigo,2017,MANUAL,Gasoline,11800.0,348000,carmudi
2770,TOYOTA,Hiace,2016,AUTOMATIC,Diesel,39000.0,1358000,carmudi
2771,TOYOTA,Hiace,2017,MANUAL,Diesel,99.0,1395000,carmudi
2772,HYUNDAI,Grand Starex,2010,AUTOMATIC,Diesel,99.0,1085000,carmudi
2773,NISSAN,Navara,2019,MANUAL,Diesel,38500.0,700000,carmudi
2774,HYUNDAI,Tucson,2016,MANUAL,Gasoline,88000.0,525000,carmudi
2775,MITSUBISHI,Strada,2012,AUTOMATIC,Diesel,99.0,798000,carmudi
2776,TOYOTA,Vios,2017,CVT,Gasoline,22000.0,468000,carmudi
2777,TOYOTA,Innova,2016,MANUAL,Diesel,28000.0,798000,carmudi
2778,TOYOTA,Innova,2019,MANUAL,Diesel,99.0,988000,carmudi
2779,TOYOTA,Innova,2017,MANUAL,Diesel,20000.0,788000,carmudi
2780,TOYOTA,Avanza,2018,MANUAL,Gasoline,16000.0,658000,carmudi
2781,HYUNDAI,Grand Starex,2016,MANUAL,Diesel,39000.0,658000,carmudi
2782,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,1500.0,638000,carmudi
2783,FORD,Everest,2010,AUTOMATIC,Diesel,99.0,480000,carmudi
2784,TOYOTA,Wigo,2019,MANUAL,Gasoline,1500.0,445000,carmudi
2785,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,12000.0,465000,carmudi
2786,TOYOTA,Vios,2019,MANUAL,Gasoline,4800.0,535000,carmudi
2787,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,4800.0,630000,carmudi
2788,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,25000.0,1375000,carmudi
2789,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,2000.0,455000,carmudi
2790,TOYOTA,Hiace,2016,MANUAL,Diesel,18000.0,935000,carmudi
2791,TOYOTA,Hiace,2018,MANUAL,Diesel,5000.0,1080000,carmudi
2792,TOYOTA,Innova,2018,MANUAL,Diesel,14000.0,885000,carmudi
2793,TOYOTA,Vios,2018,MANUAL,Gasoline,6400.0,498000,carmudi
2794,TOYOTA,Hiace,2016,MANUAL,Diesel,18000.0,935000,carmudi
2795,TOYOTA,Innova,2016,MANUAL,Diesel,12000.0,880000,carmudi
2796,MITSUBISHI,Montero Sport,2012,AUTOMATIC,Diesel,99.0,650000,carmudi
2797,HYUNDAI,Tucson,2017,AUTOMATIC,Diesel,99.0,898000,carmudi
2798,TOYOTA,Vios,2017,MANUAL,Gasoline,30000.0,480000,carmudi
2799,TOYOTA,Corolla Altis,2020,CVT,Gasoline,2700.0,980000,carmudi
2800,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,1300.0,588000,carmudi
2801,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,9200.0,1290000,carmudi
2802,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,2000.0,1458000,carmudi
2803,TOYOTA,Fortuner,2019,MANUAL,Diesel,13000.0,1330000,carmudi
2804,TOYOTA,Innova,2019,AUTOMATIC,Diesel,18300.0,1150000,carmudi
2805,TOYOTA,Corolla Altis,2017,MANUAL,Gasoline,99.0,525000,carmudi
2806,TOYOTA,Fortuner,2016,MANUAL,Diesel,14000.0,958000,carmudi
2807,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,37000.0,1145000,carmudi
2808,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,27000.0,995000,carmudi
2809,TOYOTA,Innova,2017,AUTOMATIC,Diesel,31000.0,985000,carmudi
2810,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,41000.0,485000,carmudi
2811,TOYOTA,Innova,2017,MANUAL,Diesel,28000.0,820000,carmudi
2812,TOYOTA,Vios,2016,MANUAL,Gasoline,11500.0,398000,carmudi
2813,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,40000.0,1068000,carmudi
2814,HONDA,City,2019,AUTOMATIC,Gasoline,60000.0,360000,carmudi
2815,HONDA,City,2014,AUTOMATIC,Gasoline,62000.0,455000,carmudi
2816,ISUZU,Crosswind,2015,AUTOMATIC,Diesel,60000.0,575000,carmudi
2817,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,28000.0,1098000,carmudi
2818,TOYOTA,Vios,2020,CVT,Gasoline,35865.0,531000,carmudi
2819,TOYOTA,Vios,2021,CVT,Gasoline,1000.0,688000,carmudi
2820,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,99.0,698000,carmudi
2821,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,24000.0,1248000,carmudi
2822,TOYOTA,Vios,2013,AUTOMATIC,Gasoline,67000.0,389000,carmudi
2823,TOYOTA,Corolla Altis,2019,CVT,Gasoline,16000.0,848000,carmudi
2824,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,37000.0,1225000,carmudi
2825,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,38000.0,398000,carmudi
2826,TOYOTA,Innova,2017,AUTOMATIC,Diesel,99.0,920000,carmudi
2827,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,33000.0,458000,carmudi
2828,TOYOTA,Innova,2019,MANUAL,Diesel,99.0,858000,carmudi
2829,TOYOTA,Innova,2015,MANUAL,Diesel,30000.0,620000,carmudi
2830,TOYOTA,Vios,2020,CVT,Gasoline,1800.0,635000,carmudi
2831,TOYOTA,Vios,2020,MANUAL,Gasoline,1600.0,635000,carmudi
2832,TOYOTA,Innova,2019,MANUAL,Diesel,3800.0,935000,carmudi
2833,TOYOTA,Avanza,2018,MANUAL,Gasoline,8000.0,645000,carmudi
2834,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,2000.0,440000,carmudi
2835,TOYOTA,Vios,2018,MANUAL,Gasoline,11300.0,480000,carmudi
2836,TOYOTA,Vios,2018,AUTOMATIC,Gasoline,8000.0,568000,carmudi
2837,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,8001.0,1550000,carmudi
2838,TOYOTA,Avanza,2019,MANUAL,Gasoline,2800.0,598000,carmudi
2839,TOYOTA,Vios,2017,MANUAL,Gasoline,17000.0,428000,carmudi
2840,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,11900.0,1290000,carmudi
2841,TOYOTA,Hiace,2018,MANUAL,Diesel,5500.0,1098000,carmudi
2842,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,3500.0,410000,carmudi
2843,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,9300.0,1420000,carmudi
2844,TOYOTA,Hilux,2018,MANUAL,Diesel,8000.0,908000,carmudi
2845,FORD,Everest,2016,AUTOMATIC,Diesel,70000.0,928000,carmudi
2846,TOYOTA,Wigo,2017,MANUAL,Gasoline,5000.0,338000,carmudi
2847,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,28000.0,1328000,carmudi
2848,FORD,Everest,2018,MANUAL,Diesel,45000.0,825000,carmudi
2849,TOYOTA,Vios,2016,MANUAL,Gasoline,11800.0,370000,carmudi
2850,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,24300.0,1198000,carmudi
2851,FORD,Everest,2018,AUTOMATIC,Diesel,14000.0,1050000,carmudi
2852,HYUNDAI,Accent,2019,MANUAL,Diesel,43185.0,516600,carmudi
2853,TOYOTA,Fortuner,2013,AUTOMATIC,Diesel,70000.0,770000,carmudi
2854,HYUNDAI,Grand Starex,2017,AUTOMATIC,Diesel,21000.0,1320000,carmudi
2855,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,50000.0,418000,carmudi
2856,MITSUBISHI,Montero Sport,2011,AUTOMATIC,Diesel,78000.0,650000,carmudi
2857,TOYOTA,Vios,2019,CVT,Gasoline,99.0,588000,carmudi
2858,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,99.0,1080000,carmudi
2859,MITSUBISHI,Montero Sport,2013,AUTOMATIC,Diesel,99.0,680000,carmudi
2860,ISUZU,mu-X,2016,AUTOMATIC,Diesel,51000.0,818000,carmudi
2861,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,12000.0,475000,carmudi
2862,TOYOTA,Innova,2019,MANUAL,Diesel,2600.0,1075000,carmudi
2863,TOYOTA,Vios,2019,CVT,Gasoline,2000.0,635000,carmudi
2864,TOYOTA,Hilux,2019,MANUAL,Diesel,21900.0,1175000,carmudi
2865,TOYOTA,Innova,2019,MANUAL,Diesel,3000.0,995000,carmudi
2866,TOYOTA,Innova,2019,AUTOMATIC,Diesel,11374.0,1050000,carmudi
2867,TOYOTA,Vios,2018,MANUAL,Gasoline,6400.0,480000,carmudi
2868,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,1900.0,458000,carmudi
2869,TOYOTA,Vios,2018,AUTOMATIC,Gasoline,5000.0,568000,carmudi
2870,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,13800.0,465000,carmudi
2871,TOYOTA,Vios,2017,MANUAL,Gasoline,11000.0,458000,carmudi
2872,TOYOTA,Vios,2017,AUTOMATIC,Gasoline,8000.0,528000,carmudi
2873,TOYOTA,Vios,2017,MANUAL,Gasoline,15800.0,465000,carmudi
2874,TOYOTA,Vios,2016,MANUAL,Gasoline,15800.0,445000,carmudi
2875,TOYOTA,Innova,2019,MANUAL,Diesel,99.0,888000,carmudi
2876,TOYOTA,Corolla Altis,2018,CVT,Gasoline,11001.0,708000,carmudi
2877,TOYOTA,Wigo,2019,MANUAL,Gasoline,2800.0,388000,carmudi
2878,TOYOTA,Hilux,2018,MANUAL,Diesel,3000.0,875000,carmudi
2879,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,15000.0,448000,carmudi
2880,TOYOTA,Hilux,2016,MANUAL,Diesel,9000.0,888000,carmudi
2881,TOYOTA,Vios,2016,MANUAL,Gasoline,11800.0,380000,carmudi
2882,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,29000.0,930000,carmudi
2883,TOYOTA,Vios,2015,MANUAL,Gasoline,25000.0,360000,carmudi
2884,TOYOTA,Avanza,2018,MANUAL,Gasoline,6800.0,638000,carmudi
2885,HYUNDAI,Tucson,2019,AUTOMATIC,Gasoline,34000.0,838000,carmudi
2886,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,1200.0,528000,carmudi
2887,TOYOTA,Innova,2007,MANUAL,Diesel,99.0,438000,carmudi
2888,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,42000.0,885000,carmudi
2889,HONDA,City,2012,AUTOMATIC,Gasoline,61000.0,468000,carmudi
2890,TOYOTA,Hiace,2017,MANUAL,Diesel,35000.0,880000,carmudi
2891,TOYOTA,Vios,2014,MANUAL,Gasoline,99.0,368000,carmudi
2892,TOYOTA,Innova,2018,MANUAL,Diesel,2800.0,965000,carmudi
2893,TOYOTA,Innova,2017,AUTOMATIC,Diesel,29000.0,998000,carmudi
2894,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,42000.0,398000,carmudi
2895,TOYOTA,Innova,2018,AUTOMATIC,Diesel,28000.0,930000,carmudi
2896,HONDA,City,2020,CVT,Gasoline,33000.0,360000,carmudi
2897,TOYOTA,Vios,2014,MANUAL,Gasoline,99.0,358000,carmudi
2898,TOYOTA,Wigo,2016,AUTOMATIC,Gasoline,8800.0,385000,carmudi
2899,MITSUBISHI,Montero Sport,2018,MANUAL,Diesel,9000.0,995000,carmudi
2900,TOYOTA,Vios,2020,MANUAL,Gasoline,33311.0,452000,carmudi
2901,TOYOTA,Vios,2019,CVT,Gasoline,40413.0,700000,carmudi
2902,TOYOTA,Vios,2020,CVT,Gasoline,14661.0,558000,carmudi
2903,TOYOTA,Avanza,2018,AUTOMATIC,Gasoline,99.0,650000,carmudi
2904,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,25000.0,1200000,carmudi
2905,HONDA,City,2015,AUTOMATIC,Gasoline,99.0,475000,carmudi
2906,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,28000.0,1060000,carmudi
2907,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,2148.0,630000,carmudi
2908,TOYOTA,Hiace,2019,MANUAL,Diesel,1800.0,1075000,carmudi
2909,TOYOTA,Innova,2017,MANUAL,Diesel,26000.0,828000,carmudi
2910,TOYOTA,Vios,2017,MANUAL,Gasoline,18000.0,455000,carmudi
2911,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,8000.0,1850000,carmudi
2912,TOYOTA,Innova,2018,AUTOMATIC,Diesel,24265.0,1058000,carmudi
2913,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,99.0,590000,carmudi
2914,HYUNDAI,Tucson,2019,AUTOMATIC,Diesel,26247.0,896250,carmudi
2915,TOYOTA,Innova,2016,MANUAL,Diesel,47000.0,588000,carmudi
2916,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,22000.0,1228000,carmudi
2917,TOYOTA,Avanza,2016,AUTOMATIC,Gasoline,18400.0,588000,carmudi
2918,TOYOTA,Hilux,2017,MANUAL,Diesel,25000.0,858000,carmudi
2919,TOYOTA,Hiace,2015,MANUAL,Diesel,248000.0,768000,carmudi
2920,MITSUBISHI,Mirage G4,2018,MANUAL,Gasoline,16000.0,438000,carmudi
2921,TOYOTA,Vios,2021,MANUAL,Gasoline,99.0,600000,carmudi
2922,FORD,Explorer,2014,AUTOMATIC,Gasoline,26000.0,890000,carmudi
2923,TOYOTA,Innova,2018,AUTOMATIC,Diesel,25000.0,1200000,carmudi
2924,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,3000.0,638000,carmudi
2925,TOYOTA,Vios,2020,AUTOMATIC,Gasoline,1779.0,685000,carmudi
2926,TOYOTA,Vios,2020,CVT,Gasoline,2000.0,590000,carmudi
2927,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,2000.0,465000,carmudi
2928,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,3833.0,525000,carmudi
2929,HYUNDAI,Tucson,2018,AUTOMATIC,Diesel,21000.0,880000,carmudi
2930,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,6800.0,1580000,carmudi
2931,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,2500.0,1720000,carmudi
2932,FORD,Everest,2018,AUTOMATIC,Diesel,30000.0,1448000,carmudi
2933,TOYOTA,Corolla Altis,2018,MANUAL,Gasoline,3800.0,780000,carmudi
2934,TOYOTA,Fortuner,2018,AUTOMATIC,Gasoline,11000.0,1235000,carmudi
2935,TOYOTA,Innova,2016,MANUAL,Diesel,17000.0,690000,carmudi
2936,HYUNDAI,Accent,2020,AUTOMATIC,Gasoline,16212.0,506700,carmudi
2937,FORD,Ecosport,2018,AUTOMATIC,Gasoline,15000.0,520000,carmudi
2938,HONDA,City,2020,MANUAL,Gasoline,16065.0,507450,carmudi
2939,MITSUBISHI,Montero Sport,2018,MANUAL,Diesel,99.0,988000,carmudi
2940,CHEVROLET,Sail,2017,AUTOMATIC,Gasoline,52785.0,357300,carmudi
2941,HONDA,City,2019,CVT,Gasoline,99.0,618000,carmudi
2942,TOYOTA,Innova,2017,AUTOMATIC,Diesel,99.0,895000,carmudi
2943,MITSUBISHI,Adventure,2017,MANUAL,Diesel,99.0,550000,carmudi
2944,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,590.0,525000,carmudi
2945,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,15000.0,1385000,carmudi
2946,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,6000.0,1455000,carmudi
2947,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,6920.0,1460000,carmudi
2948,TOYOTA,Innova,2017,AUTOMATIC,Diesel,99.0,898000,carmudi
2949,TOYOTA,Fortuner,2019,MANUAL,Diesel,5800.0,1235000,carmudi
2950,HONDA,City,2015,MANUAL,Gasoline,35000.0,465500,carmudi
2951,TOYOTA,Hilux,2017,MANUAL,Diesel,28000.0,880000,carmudi
2952,TOYOTA,Innova,2019,AUTOMATIC,Diesel,18000.0,979000,carmudi
2953,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,53000.0,1168000,carmudi
2954,HONDA,City,2016,AUTOMATIC,Gasoline,39000.0,650000,carmudi
2955,TOYOTA,Avanza,2019,MANUAL,Gasoline,2882.0,645000,carmudi
2956,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,5896.0,1455000,carmudi
2957,TOYOTA,Innova,2020,AUTOMATIC,Diesel,5000.0,1068000,carmudi
2958,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,1800.0,485000,carmudi
2959,TOYOTA,Avanza,2018,AUTOMATIC,Gasoline,3000.0,785000,carmudi
2960,TOYOTA,Hilux,2019,MANUAL,Diesel,1900.0,865000,carmudi
2961,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,8000.0,488000,carmudi
2962,TOYOTA,Hiace,2018,MANUAL,Diesel,23236.0,995000,carmudi
2963,TOYOTA,Wigo,2017,MANUAL,Gasoline,50000.0,368000,carmudi
2964,TOYOTA,Fortuner,2018,MANUAL,Diesel,2800.0,1178000,carmudi
2965,TOYOTA,Vios,2020,CVT,Gasoline,14333.0,525725,carmudi
2966,MITSUBISHI,Montero Sport,2019,MANUAL,Diesel,9491.0,1159000,carmudi
2967,TOYOTA,Vios,2019,CVT,Gasoline,10495.0,486000,carmudi
2968,TOYOTA,Vios,2021,CVT,Gasoline,99.0,588000,carmudi
2969,TOYOTA,Innova,2019,MANUAL,Diesel,99.0,870000,carmudi
2970,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,28000.0,1288000,carmudi
2971,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,99.0,488000,carmudi
2972,MITSUBISHI,Montero Sport,2019,AUTOMATIC,Diesel,9000.0,1198000,carmudi
2973,TOYOTA,Wigo,2018,MANUAL,Gasoline,24000.0,388000,carmudi
2974,TOYOTA,Wigo,2017,MANUAL,Gasoline,10500.0,345000,carmudi
2975,TOYOTA,Avanza,2017,MANUAL,Gasoline,99.0,528000,carmudi
2976,TOYOTA,Wigo,2019,MANUAL,Gasoline,2200.0,410000,carmudi
2977,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,22000.0,435000,carmudi
2978,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,99.0,1240000,carmudi
2979,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,99.0,1208000,carmudi
2980,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,99.0,550000,carmudi
2981,TOYOTA,Fortuner,2019,MANUAL,Diesel,11000.0,1220000,carmudi
2982,HONDA,City,2019,CVT,Gasoline,12706.0,637500,carmudi
2983,MITSUBISHI,Montero Sport,2018,MANUAL,Diesel,99.0,998000,carmudi
2984,NISSAN,Navara,2019,AUTOMATIC,Diesel,99.0,925000,carmudi
2985,TOYOTA,Avanza,2017,MANUAL,Gasoline,8800.0,585000,carmudi
2986,MITSUBISHI,Strada,2018,AUTOMATIC,Diesel,31000.0,890000,carmudi
2987,FORD,Explorer,2015,AUTOMATIC,Gasoline,77568.0,900000,carmudi
2988,NISSAN,Navara,2019,MANUAL,Diesel,99.0,918000,carmudi
2989,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,20000.0,1258000,carmudi
2990,TOYOTA,Vios,2013,AUTOMATIC,Gasoline,70000.0,368000,carmudi
2991,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,30000.0,1120000,carmudi
2992,TOYOTA,Wigo,2017,MANUAL,Gasoline,11800.0,375000,carmudi
2993,TOYOTA,Fortuner,2013,MANUAL,Diesel,60000.0,690000,carmudi
2994,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,8000.0,488000,carmudi
2995,TOYOTA,Avanza,2018,AUTOMATIC,Gasoline,99.0,640000,carmudi
2996,HYUNDAI,Accent,2018,AUTOMATIC,Diesel,40000.0,498000,carmudi
2997,FORD,Everest,2018,AUTOMATIC,Diesel,55927.0,931000,carmudi
2998,TOYOTA,Avanza,2019,MANUAL,Gasoline,2200.0,640000,carmudi
2999,TOYOTA,Wigo,2018,MANUAL,Gasoline,2800.0,430000,carmudi
3000,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,6000.0,480000,carmudi
3001,TOYOTA,Avanza,2018,MANUAL,Gasoline,12000.0,588000,carmudi
3002,MITSUBISHI,Adventure,2013,MANUAL,Diesel,135000.0,528000,carmudi
3003,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,99.0,498000,carmudi
3004,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,8000.0,430000,carmudi
3005,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,70000.0,1198000,carmudi
3006,TOYOTA,Hiace,2018,MANUAL,Diesel,158.0,1720000,carmudi
3007,HONDA,City,2019,CVT,Gasoline,29018.0,558000,carmudi
3008,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,1800.0,455000,carmudi
3009,MITSUBISHI,Adventure,2017,MANUAL,Diesel,99.0,548000,carmudi
3010,TOYOTA,Vios,2020,CVT,Gasoline,2000.0,595000,carmudi
3011,MITSUBISHI,Montero Sport,2016,AUTOMATIC,Diesel,99.0,1050000,carmudi
3012,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,2200.0,1230000,carmudi
3013,MITSUBISHI,Adventure,2017,MANUAL,Diesel,99.0,558000,carmudi
3014,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,2000.0,448000,carmudi
3015,TOYOTA,Hiace,2018,MANUAL,Diesel,99.0,888000,carmudi
3016,NISSAN,Navara,2019,AUTOMATIC,Diesel,99.0,1258000,carmudi
3017,ISUZU,mu-X,2018,AUTOMATIC,Diesel,9974.0,1140000,carmudi
3018,TOYOTA,Hilux,2019,AUTOMATIC,Diesel,12000.0,1123000,carmudi
3019,TOYOTA,Vios,2017,CVT,Gasoline,24000.0,498000,carmudi
3020,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,16000.0,1298000,carmudi
3021,TOYOTA,Vios,2019,CVT,Gasoline,99.0,588000,carmudi
3022,TOYOTA,Hilux,2019,MANUAL,Diesel,6000.0,1440000,carmudi
3023,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,1800.0,485000,carmudi
3024,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,8635.0,550000,carmudi
3025,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,3500.0,1460000,carmudi
3026,TOYOTA,Hilux,2019,MANUAL,Diesel,26800.0,885000,carmudi
3027,TOYOTA,Vios,2016,AUTOMATIC,Gasoline,13000.0,468000,carmudi
3028,MITSUBISHI,Montero Sport,2018,MANUAL,Diesel,33000.0,950000,carmudi
3029,TOYOTA,Fortuner,2018,MANUAL,Diesel,5000.0,1220000,carmudi
3030,TOYOTA,Innova,2018,AUTOMATIC,Diesel,2300.0,985000,carmudi
3031,TOYOTA,Wigo,2017,MANUAL,Gasoline,20000.0,388000,carmudi
3032,TOYOTA,Innova,2008,MANUAL,Diesel,99.0,478000,carmudi
3033,TOYOTA,Wigo,2017,MANUAL,Gasoline,18000.0,345000,carmudi
3034,HYUNDAI,Accent,2020,AUTOMATIC,Gasoline,7575.0,442000,carmudi
3035,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,76500.0,888000,carmudi
3036,FORD,Explorer,2015,AUTOMATIC,Gasoline,43538.0,838250,carmudi
3037,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,5200.0,485000,carmudi
3038,TOYOTA,Wigo,2018,AUTOMATIC,Gasoline,15300.0,488000,carmudi
3039,TOYOTA,Vios,2018,MANUAL,Gasoline,99.0,598000,carmudi
3040,TOYOTA,Fortuner,2020,AUTOMATIC,Diesel,2000.0,4890000,carmudi
3041,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,99.0,480000,carmudi
3042,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,10800.0,375000,carmudi
3043,TOYOTA,Hilux,2019,MANUAL,Diesel,99.0,1428000,carmudi
3044,TOYOTA,Avanza,2018,MANUAL,Gasoline,54026.0,485000,carmudi
3045,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,33131.0,1300000,carmudi
3046,TOYOTA,Avanza,2018,AUTOMATIC,Gasoline,10300.0,595000,carmudi
3047,HYUNDAI,Accent,2018,MANUAL,Gasoline,10182.0,315900,carmudi
3048,ISUZU,Crosswind,2017,AUTOMATIC,Diesel,99.0,728000,carmudi
3049,TOYOTA,Wigo,2017,MANUAL,Gasoline,12800.0,338000,carmudi
3050,MITSUBISHI,Montero Sport,2018,AUTOMATIC,Diesel,35732.0,1099000,carmudi
3051,NISSAN,Navara,2020,MANUAL,Diesel,21665.0,844550,carmudi
3052,TOYOTA,Fortuner,2015,AUTOMATIC,Diesel,51317.0,899000,carmudi
3053,TOYOTA,Hilux,2019,MANUAL,Diesel,33967.0,1445000,carmudi
3054,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,20000.0,1400000,carmudi
3055,FORD,Everest,2016,AUTOMATIC,Diesel,72000.0,945000,carmudi
3056,TOYOTA,Avanza,2017,MANUAL,Gasoline,8800.0,588000,carmudi
3057,TOYOTA,Hilux,2020,AUTOMATIC,Diesel,1010.0,1210000,carmudi
3058,TOYOTA,Vios,2020,MANUAL,Gasoline,9000.0,518000,carmudi
3059,TOYOTA,Hiace,2017,AUTOMATIC,Diesel,105428.0,1150000,carmudi
3060,HYUNDAI,Grand Starex,2017,MANUAL,Diesel,48359.0,583200,carmudi
3061,TOYOTA,Vios,2021,MANUAL,Gasoline,6000.0,570000,carmudi
3062,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,35000.0,1100000,carmudi
3063,MITSUBISHI,Adventure,2017,MANUAL,Diesel,80420.0,468000,carmudi
3064,TOYOTA,Hilux,2019,AUTOMATIC,Diesel,3800.0,1180000,carmudi
3065,TOYOTA,Avanza,2019,AUTOMATIC,Gasoline,5000.0,688000,carmudi
3066,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,19000.0,1298000,carmudi
3067,TOYOTA,Vios,2017,AUTOMATIC,Gasoline,13900.0,498000,carmudi
3068,TOYOTA,Avanza,2015,AUTOMATIC,Gasoline,99.0,568000,carmudi
3069,TOYOTA,Avanza,2017,AUTOMATIC,Gasoline,23000.0,658000,carmudi
3070,TOYOTA,Innova,2015,AUTOMATIC,Diesel,25000.0,745000,carmudi
3071,TOYOTA,Vios,2015,MANUAL,Gasoline,25000.0,358000,carmudi
3072,ISUZU,Crosswind,2012,AUTOMATIC,Diesel,78000.0,588000,carmudi
3073,TOYOTA,Vios,2015,AUTOMATIC,Gasoline,80844.0,450000,carmudi
3074,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,15209.0,437000,carmudi
3075,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,12678.0,488000,carmudi
3076,FORD,Everest,2014,AUTOMATIC,Diesel,188000.0,485000,carmudi
3077,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,9827.0,447000,carmudi
3078,TOYOTA,Wigo,2017,AUTOMATIC,Gasoline,63429.0,335000,carmudi
3079,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,8222.0,457000,carmudi
3080,NISSAN,Navara,2019,AUTOMATIC,Diesel,99.0,888000,carmudi
