,make,model,year,transmission,fuel_type,mileage,price,platform
323,FORD,Ranger,2020,AUTOMATIC,Diesel,19000.0,998000,autodeal
324,FORD,Ranger,2019,AUTOMATIC,Diesel,32000.0,1068000,autodeal
325,FORD,Explorer,2017,AUTOMATIC,Gasoline,46000.0,1358000,autodeal
326,MINI,Cooper,2015,AUTOMATIC,Gasoline,27000.0,1328000,autodeal
327,FORD,Everest,2018,AUTOMATIC,Diesel,27000.0,998000,autodeal
328,TOYOTA,Altis,2018,AUTOMATIC,Gasoline,31000.0,688000,autodeal
329,TOYOTA,Hilux,2018,AUTOMATIC,Diesel,25244.0,1128000,autodeal
330,FORD,Explorer,2013,AUTOMATIC,Gasoline,90000.0,798000,autodeal
331,ISUZU,Crosswind,2012,MANUAL,Diesel,80000.0,420000,autodeal
332,HYUNDAI,Reina,2019,MANUAL,Gasoline,20500.0,388000,autodeal
333,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,10000.0,888000,autodeal
334,MERCEDES-BENZ,A-Class,2018,AUTOMATIC,Gasoline,18000.0,2180000,autodeal
335,KIA,Sportage,2016,AUTOMATIC,Diesel,40000.0,590000,autodeal
336,HYUNDAI,Tucson,2012,AUTOMATIC,Diesel,70000.0,540000,autodeal
337,HYUNDAI,Accent,2013,MANUAL,Diesel,97000.0,398000,autodeal
338,MITSUBISHI,Mirage G4,2019,AUTOMATIC,Gasoline,34000.0,448000,autodeal
339,KIA,Sportage,2016,AUTOMATIC,Diesel,67000.0,898000,autodeal
340,MITSUBISHI,L300,2021,MANUAL,Diesel,10000.0,818000,autodeal
341,SUZUKI,Ertiga,2019,AUTOMATIC,Gasoline,16000.0,738000,autodeal
342,CHEVROLET,Trailblazer,2015,AUTOMATIC,Diesel,60000.0,710000,autodeal
343,TOYOTA,Wigo,2022,AUTOMATIC,Gasoline,400.0,610000,autodeal
344,KIA,Forte Sedan,2016,AUTOMATIC,Gasoline,40000.0,460000,autodeal
345,FORD,Ranger,2016,AUTOMATIC,Diesel,40000.0,820000,autodeal
346,FORD,Ranger,2021,AUTOMATIC,Diesel,20000.0,1720000,autodeal
347,HONDA,HR-V,2015,AUTOMATIC,Gasoline,40000.0,690000,autodeal
348,ISUZU,Altera Sedan,2010,AUTOMATIC,Diesel,70000.0,520000,autodeal
349,TOYOTA,Fortuner,2012,AUTOMATIC,Diesel,60000.0,770000,autodeal
350,MITSUBISHI,Adventure,2017,MANUAL,Diesel,50000.0,540000,autodeal
351,TOYOTA,Fortuner,2016,AUTOMATIC,Diesel,30000.0,1130000,autodeal
352,FORD,Mustang,2013,AUTOMATIC,Gasoline,30000.0,1770000,autodeal
353,TOYOTA,Fortuner,2016,AUTOMATIC,Diesel,80000.0,1190000,autodeal
354,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,40000.0,1180000,autodeal
355,HYUNDAI,Tucson,2018,AUTOMATIC,Diesel,50000.0,850000,autodeal
356,SUZUKI,Vitara,2015,AUTOMATIC,Gasoline,50000.0,520000,autodeal
357,MITSUBISHI,Montero Sport,2014,AUTOMATIC,Diesel,60000.0,710000,autodeal
358,MAZDA,3 Hatchback,2016,AUTOMATIC,Gasoline,70000.0,590000,autodeal
359,MITSUBISHI,Montero Sport,2017,MANUAL,Diesel,50000.0,930000,autodeal
360,HONDA,City,2021,CVT,Gasoline,6000.0,950000,autodeal
361,NISSAN,Terra,2019,AUTOMATIC,Diesel,60000.0,1470000,autodeal
362,TOYOTA,Fortuner,2018,MANUAL,Diesel,90000.0,1090000,autodeal
363,BMW,X3,2019,AUTOMATIC,Diesel,8000.0,3080000,autodeal
364,PEUGEOT,301,2016,MANUAL,Diesel,40000.0,410000,autodeal
365,FORD,Territory,2021,CVT,Gasoline,20000.0,1130000,autodeal
366,FORD,Ranger,2016,MANUAL,Diesel,20000.0,770000,autodeal
367,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,15000.0,890000,autodeal
368,NISSAN,Navara,2020,AUTOMATIC,Diesel,50000.0,980000,autodeal
369,SUZUKI,APV,2020,MANUAL,Gasoline,30000.0,490000,autodeal
370,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,90000.0,570000,autodeal
371,SUZUKI,Ertiga,2021,AUTOMATIC,Gasoline,20000.0,790000,autodeal
372,MITSUBISHI,Montero Sport,2017,AUTOMATIC,Diesel,90000.0,1130000,autodeal
373,TOYOTA,Fortuner,2017,MANUAL,Diesel,40000.0,1050000,autodeal
374,HYUNDAI,Santa Fe,2014,AUTOMATIC,Diesel,60000.0,710000,autodeal
375,NISSAN,Navara,2016,AUTOMATIC,Diesel,70000.0,790000,autodeal
376,FORD,Ranger,2014,MANUAL,Diesel,70000.0,590000,autodeal
377,CHEVROLET,Trailblazer,2014,AUTOMATIC,Diesel,60000.0,680000,autodeal
378,MITSUBISHI,Montero Sport,2017,MANUAL,Diesel,40000.0,930000,autodeal
379,HONDA,City,2009,AUTOMATIC,Gasoline,60000.0,320000,autodeal
380,HYUNDAI,Tucson,2016,AUTOMATIC,Gasoline,60000.0,590000,autodeal
381,FORD,Everest,2016,AUTOMATIC,Diesel,60000.0,920000,autodeal
382,HONDA,HR-V,2016,CVT,Gasoline,50000.0,690000,autodeal
383,FORD,Ranger,2018,AUTOMATIC,Diesel,15000.0,908000,autodeal
384,TOYOTA,Avanza,2014,AUTOMATIC,Gasoline,74000.0,518000,autodeal
385,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,8000.0,928000,autodeal
386,HONDA,Mobilio,2019,MANUAL,Gasoline,2000.0,698000,autodeal
387,FORD,EcoSport,2021,AUTOMATIC,Gasoline,7000.0,828000,autodeal
388,FORD,Focus Hatchback,2013,AUTOMATIC,Gasoline,45000.0,398000,autodeal
389,HONDA,Mobilio,2015,AUTOMATIC,Gasoline,55000.0,568000,autodeal
390,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,22000.0,448000,autodeal
391,TOYOTA,Hilux,2019,AUTOMATIC,Diesel,27000.0,1298000,autodeal
392,TOYOTA,Avanza,2014,AUTOMATIC,Gasoline,74000.0,518000,autodeal
393,TOYOTA,Wigo,2022,AUTOMATIC,Gasoline,27.0,628000,autodeal
394,MAZDA,BT-50,2019,AUTOMATIC,Diesel,30000.0,998000,autodeal
395,ISUZU,D-Max,2020,MANUAL,Diesel,26000.0,958000,autodeal
396,FORD,EcoSport,2019,MANUAL,Gasoline,11000.0,638000,autodeal
397,KIA,Soluto,2019,MANUAL,Gasoline,36000.0,448000,autodeal
398,HYUNDAI,Accent,2014,MANUAL,Gasoline,45344.0,348000,autodeal
399,TOYOTA,Wigo,2019,AUTOMATIC,Gasoline,31010.0,530000,autodeal
400,MITSUBISHI,Adventure,2017,MANUAL,Diesel,60000.0,588000,autodeal
401,PORSCHE,Macan,2015,AUTOMATIC,Gasoline,39000.0,3188000,autodeal
402,TOYOTA,Vios,2016,MANUAL,Gasoline,297582.0,196000,autodeal
403,HYUNDAI,Accent,2014,MANUAL,Diesel,29551.0,448000,autodeal
404,TOYOTA,Vios,2014,MANUAL,Gasoline,22269.0,448000,autodeal
405,HYUNDAI,Accent,2015,AUTOMATIC,Gasoline,46475.0,448000,autodeal
406,NISSAN,Altima,2015,CVT,Gasoline,24593.0,728000,autodeal
407,MAZDA,BT-50,2016,AUTOMATIC,Diesel,18594.0,958000,autodeal
408,HYUNDAI,Elantra,2016,AUTOMATIC,Gasoline,24842.0,560000,autodeal
409,MITSUBISHI,Mirage G4,2015,MANUAL,Gasoline,15533.0,328000,autodeal
410,MITSUBISHI,Mirage,2015,AUTOMATIC,Gasoline,22544.0,448000,autodeal
411,HYUNDAI,Accent,2014,MANUAL,Gasoline,43206.0,438000,autodeal
412,KIA,Soul,2017,MANUAL,Diesel,43407.0,498000,autodeal
413,SUZUKI,Ciaz,2016,AUTOMATIC,Gasoline,34572.0,468000,autodeal
414,NISSAN,Almera,2016,MANUAL,Gasoline,12000.0,438000,autodeal
415,MITSUBISHI,Adventure,2015,MANUAL,Diesel,60457.0,415000,autodeal
416,NISSAN,Urvan NV350,2016,MANUAL,Diesel,53000.0,768000,autodeal
417,TOYOTA,Vios,2020,AUTOMATIC,Gasoline,11076.0,640000,autodeal
418,FORD,EcoSport,2020,MANUAL,Gasoline,22451.0,670000,autodeal
419,FORD,Everest,2016,AUTOMATIC,Diesel,50000.0,998000,autodeal
420,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,50000.0,1398000,autodeal
421,TOYOTA,Vios,2017,MANUAL,Gasoline,60000.0,398000,autodeal
422,MITSUBISHI,ASX,2015,AUTOMATIC,Gasoline,52000.0,588000,autodeal
423,TOYOTA,Innova,2019,AUTOMATIC,Diesel,22000.0,1028000,autodeal
424,MITSUBISHI,Montero Sport,2019,MANUAL,Diesel,28000.0,1028000,autodeal
425,SUZUKI,Jimny,2017,MANUAL,Gasoline,64000.0,598000,autodeal
426,MITSUBISHI,Mirage G4,2019,AUTOMATIC,Gasoline,40000.0,518000,autodeal
427,CHEVROLET,Trailblazer,2018,MANUAL,Diesel,32000.0,898000,autodeal
428,MITSUBISHI,Adventure,2017,MANUAL,Diesel,68000.0,498000,autodeal
429,HONDA,City,2017,AUTOMATIC,Gasoline,73000.0,498000,autodeal
430,SUBARU,Forester,2016,AUTOMATIC,Gasoline,67000.0,798000,autodeal
431,NISSAN,Patrol Super Safari,2010,AUTOMATIC,Diesel,150000.0,858000,autodeal
432,FORD,Fiesta Sedan,2011,AUTOMATIC,Gasoline,71000.0,358000,autodeal
433,MAZDA,CX-7,2010,AUTOMATIC,Gasoline,104000.0,338000,autodeal
434,ISUZU,Traviz,2022,MANUAL,Diesel,7000.0,1098000,autodeal
435,VOLKSWAGEN,Jetta,2014,MANUAL,Diesel,79928.0,415000,autodeal
436,TOYOTA,Innova,2019,MANUAL,Diesel,21286.0,875000,autodeal
437,FORD,Ranger,2015,AUTOMATIC,Diesel,114154.0,775000,autodeal
438,HYUNDAI,Accent,2017,AUTOMATIC,Gasoline,76129.0,420000,autodeal
439,TOYOTA,Innova,2017,AUTOMATIC,Diesel,53956.0,900000,autodeal
440,MINI,Cooper,2018,MANUAL,Gasoline,13503.0,1630000,autodeal
441,MAZDA,6 Sport Wagon,2015,AUTOMATIC,Gasoline,66995.0,810000,autodeal
442,SUBARU,Forester,2013,AUTOMATIC,Gasoline,79457.0,700000,autodeal
443,TOYOTA,Hilux,2014,MANUAL,Diesel,88034.0,975000,autodeal
444,TOYOTA,Vios,2018,AUTOMATIC,Gasoline,48000.0,508000,autodeal
445,HYUNDAI,Reina,2019,AUTOMATIC,Gasoline,34000.0,448000,autodeal
446,HYUNDAI,Accent,2013,AUTOMATIC,Gasoline,60000.0,348000,autodeal
447,FORD,Ranger,2014,MANUAL,Diesel,107000.0,538000,autodeal
448,MITSUBISHI,L300,2019,MANUAL,Diesel,29449.0,678000,autodeal
449,CHEVROLET,Sail,2017,AUTOMATIC,Gasoline,32620.0,417000,autodeal
450,FORD,Everest,2016,AUTOMATIC,Diesel,70000.0,978000,autodeal
451,MAZDA,3 Sedan,2015,AUTOMATIC,Gasoline,95649.0,446000,autodeal
452,BMW,3-,1996,MANUAL,Gasoline,100000.0,148000,autodeal
453,FORD,Old F-150,1999,AUTOMATIC,Gasoline,182000.0,318000,autodeal
454,HONDA,Civic,2013,AUTOMATIC,Gasoline,81000.0,448000,autodeal
455,HYUNDAI,Kona,2020,AUTOMATIC,Gasoline,23000.0,738000,autodeal
456,HYUNDAI,Tucson,2018,AUTOMATIC,Gasoline,55000.0,728000,autodeal
457,HYUNDAI,Santa Fe,2011,AUTOMATIC,Diesel,113000.0,488000,autodeal
458,NISSAN,Juke,2016,AUTOMATIC,Gasoline,72000.0,568000,autodeal
459,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,16000.0,848000,autodeal
460,SUZUKI,Swift,2016,MANUAL,Gasoline,71000.0,388000,autodeal
461,SUZUKI,APV,2017,MANUAL,Gasoline,6000.0,458000,autodeal
462,FORD,EcoSport,2015,AUTOMATIC,Gasoline,32000.0,528000,autodeal
463,KIA,Carnival,2016,AUTOMATIC,Diesel,25000.0,1038000,autodeal
464,TOYOTA,Innova,2018,MANUAL,Diesel,42000.0,828000,autodeal
465,MITSUBISHI,Mirage G4,2018,AUTOMATIC,Gasoline,26000.0,498000,autodeal
466,MITSUBISHI,Lancer,2010,AUTOMATIC,Gasoline,71000.0,368000,autodeal
467,FORD,Focus Sedan,2014,AUTOMATIC,Gasoline,18000.0,418000,autodeal
468,SUZUKI,Ertiga,2018,MANUAL,Gasoline,56000.0,568000,autodeal
469,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,53000.0,1228000,autodeal
470,HYUNDAI,H-100,2019,MANUAL,Diesel,30000.0,828000,autodeal
471,MITSUBISHI,Adventure,2016,MANUAL,Diesel,25000.0,548000,autodeal
472,KIA,Picanto,2018,MANUAL,Gasoline,20000.0,368000,autodeal
473,HYUNDAI,Eon,2014,MANUAL,Gasoline,46000.0,268000,autodeal
474,TOYOTA,Camry,2007,AUTOMATIC,Gasoline,112000.0,338000,autodeal
475,NISSAN,Almera,2019,AUTOMATIC,Gasoline,55000.0,488000,autodeal
476,CHEVROLET,Trailblazer,2019,AUTOMATIC,Diesel,42000.0,1148000,autodeal
477,HYUNDAI,Reina,2020,MANUAL,Gasoline,12000.0,528000,autodeal
478,HYUNDAI,Elantra,2011,MANUAL,Gasoline,103000.0,358000,autodeal
479,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,34000.0,568000,autodeal
480,HONDA,BR-V,2020,CVT,Gasoline,7000.0,948000,autodeal
481,HYUNDAI,Accent,2019,MANUAL,Diesel,11000.0,538000,autodeal
482,CHEVROLET,Trailblazer,2015,AUTOMATIC,Diesel,70000.0,728000,autodeal
483,NISSAN,Almera,2022,MANUAL,Gasoline,195.0,798000,autodeal
484,CHEVROLET,Trax,2017,AUTOMATIC,Gasoline,29000.0,548000,autodeal
485,MITSUBISHI,L300,2016,MANUAL,Diesel,70000.0,598000,autodeal
486,HONDA,City,2018,MANUAL,Gasoline,52000.0,578000,autodeal
487,TOYOTA,Camry,2004,AUTOMATIC,Gasoline,103000.0,268000,autodeal
488,TOYOTA,Innova,2019,AUTOMATIC,Diesel,22000.0,1028000,autodeal
489,MAZDA,CX-5,2015,AUTOMATIC,Gasoline,50000.0,748000,autodeal
490,MITSUBISHI,Adventure,2017,MANUAL,Diesel,60000.0,498000,autodeal
491,HONDA,CR-V,2018,AUTOMATIC,Diesel,25000.0,1218000,autodeal
492,KIA,Sportage,2015,AUTOMATIC,Gasoline,23000.0,568000,autodeal
493,HONDA,City,2019,AUTOMATIC,Gasoline,29000.0,668000,autodeal
494,FORD,EcoSport,2017,AUTOMATIC,Gasoline,37000.0,638000,autodeal
495,HONDA,City,2018,AUTOMATIC,Gasoline,28000.0,638000,autodeal
496,NISSAN,Almera,2021,AUTOMATIC,Gasoline,4000.0,588000,autodeal
497,HYUNDAI,Grand Starex,2009,MANUAL,Diesel,50000.0,468000,autodeal
498,HYUNDAI,Grand Starex,2017,AUTOMATIC,Diesel,62000.0,978000,autodeal
499,KIA,Sorento,2018,AUTOMATIC,Diesel,0.0,948000,autodeal
500,HONDA,City,2016,AUTOMATIC,Gasoline,40000.0,568000,autodeal
501,HONDA,CR-V,2009,AUTOMATIC,Gasoline,0.0,428000,autodeal
502,SUBARU,Forester,2009,AUTOMATIC,Gasoline,88000.0,458000,autodeal
503,FORD,Ranger,2018,AUTOMATIC,Diesel,0.0,988000,autodeal
504,TOYOTA,Avanza,2014,AUTOMATIC,Gasoline,89000.0,528000,autodeal
505,HONDA,BR-V,2018,AUTOMATIC,Gasoline,16000.0,778000,autodeal
506,TOYOTA,Hiace,2019,MANUAL,Diesel,29000.0,958000,autodeal
507,FORD,Fiesta Sedan,2017,AUTOMATIC,Gasoline,72000.0,388000,autodeal
508,TOYOTA,Innova,2017,MANUAL,Diesel,0.0,728000,autodeal
509,CHEVROLET,Trailblazer,2017,AUTOMATIC,Diesel,58000.0,998000,autodeal
510,TOYOTA,Vios,2019,MANUAL,Gasoline,30000.0,508000,autodeal
511,MAZDA,CX-5,2016,AUTOMATIC,Gasoline,47000.0,778000,autodeal
512,SUBARU,WRX,2015,AUTOMATIC,Gasoline,67000.0,938000,autodeal
513,FORD,Ranger,2017,AUTOMATIC,Diesel,0.0,868000,autodeal
514,HYUNDAI,Starex,2014,MANUAL,Diesel,55000.0,618000,autodeal
515,SUZUKI,Vitara,1997,AUTOMATIC,Gasoline,100000.0,208000,autodeal
516,TOYOTA,Vios,2014,AUTOMATIC,Gasoline,54000.0,378000,autodeal
517,FORD,EcoSport,2016,AUTOMATIC,Gasoline,49000.0,538000,autodeal
518,FORD,Everest,2017,AUTOMATIC,Diesel,41000.0,1068000,autodeal
519,FORD,Ranger,2019,AUTOMATIC,Diesel,0.0,1098000,autodeal
520,HYUNDAI,Starex,2015,MANUAL,Diesel,0.0,648000,autodeal
521,TOYOTA,Vios,2017,MANUAL,Gasoline,0.0,488000,autodeal
522,KIA,Sorento,2013,AUTOMATIC,Diesel,61000.0,588000,autodeal
523,GEELY,Coolray,2021,AUTOMATIC,Gasoline,8000.0,918000,autodeal
524,HYUNDAI,Grand Starex,2005,AUTOMATIC,Diesel,150000.0,238000,autodeal
525,TOYOTA,Camry,2013,AUTOMATIC,Gasoline,78000.0,678000,autodeal
526,NISSAN,Juke,2018,AUTOMATIC,Gasoline,33000.0,688000,autodeal
527,NISSAN,X-Trail,2017,CVT,Gasoline,37000.0,718000,autodeal
528,TOYOTA,Fortuner,2017,AUTOMATIC,Diesel,58000.0,1200000,autodeal
529,FORD,Everest,2017,AUTOMATIC,Diesel,41000.0,1068000,autodeal
530,HYUNDAI,Grand Starex,2016,AUTOMATIC,Diesel,107000.0,758000,autodeal
531,FORD,EcoSport,2016,AUTOMATIC,Gasoline,0.0,508000,autodeal
532,ISUZU,Altera Sedan,2014,MANUAL,Diesel,61000.0,698000,autodeal
533,SUBARU,XV,2018,AUTOMATIC,Gasoline,28000.0,998000,autodeal
534,MITSUBISHI,Mirage G4,2016,MANUAL,Gasoline,51000.0,398000,autodeal
535,FORD,EcoSport,2017,MANUAL,Gasoline,55000.0,468000,autodeal
536,HYUNDAI,Sonata,2011,AUTOMATIC,Gasoline,29000.0,458000,autodeal
537,FORD,EcoSport,2015,AUTOMATIC,Gasoline,0.0,488000,autodeal
538,FORD,EcoSport,2018,AUTOMATIC,Gasoline,31000.0,568000,autodeal
539,MAZDA,CX-5,2012,AUTOMATIC,Gasoline,64000.0,528000,autodeal
540,MITSUBISHI,Mirage,2017,AUTOMATIC,Gasoline,0.0,448000,autodeal
541,CHEVROLET,Trax,2018,AUTOMATIC,Gasoline,0.0,738000,autodeal
542,HYUNDAI,H-100,2020,MANUAL,Diesel,29000.0,788000,autodeal
543,HYUNDAI,Accent,2019,MANUAL,Diesel,13000.0,528000,autodeal
544,NISSAN,Navara,2019,AUTOMATIC,Diesel,23000.0,907000,automart
545,NISSAN,Urvan,2020,AUTOMATIC,Diesel,23000.0,900000,automart
546,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,11634.0,657000,automart
547,HYUNDAI,Accent,2020,AUTOMATIC,Gasoline,15627.0,604000,automart
548,NISSAN,Almera,2020,AUTOMATIC,Gasoline,8505.0,403000,automart
549,TOYOTA,Tundra,2017,AUTOMATIC,Gasoline,70000.0,3834000,automart
550,FORD,Expedition,2018,MANUAL,Gasoline,15554.0,2130000,automart
551,FORD,Ranger,2020,AUTOMATIC,Diesel,35407.0,1589000,automart
552,TOYOTA,XV,2018,AUTOMATIC,Diesel,39306.0,1440000,automart
553,TOYOTA,Hino XZU 302L,2020,MANUAL,Diesel,25844.0,1430000,automart
554,TOYOTA,Hilux,2022,AUTOMATIC,Diesel,3685.0,1427000,automart
555,BMW,520D,2012,AUTOMATIC,Diesel,61000.0,1406000,automart
556,FORD,Explorer,2018,AUTOMATIC,Gasoline,47675.0,1400000,automart
557,NISSAN,Terra,2020,AUTOMATIC,Diesel,22000.0,1400000,automart
558,NISSAN,Terra,2020,AUTOMATIC,Diesel,25000.0,1400000,automart
559,FOTON,View,2019,MANUAL,Diesel,10000.0,1385000,automart
560,TOYOTA,Hilux,2020,MANUAL,Diesel,9000.0,1380000,automart
561,MAZDA,CX-3,2020,AUTOMATIC,Gasoline,37000.0,1352000,automart
562,TOYOTA,Hiace,2021,MANUAL,Diesel,20531.0,1340000,automart
563,TOYOTA,Hiace,2021,MANUAL,Diesel,23803.0,1320000,automart
564,TOYOTA,Fortuner,2018,AUTOMATIC,Diesel,26000.0,1320000,automart
565,TOYOTA,Fortuner,2020,AUTOMATIC,Diesel,31796.0,1320000,automart
566,TOYOTA,Hilux,2019,MANUAL,Diesel,27000.0,1300000,automart
567,TOYOTA,Fortuner,2019,AUTOMATIC,Diesel,28000.0,1290000,automart
568,KIA,SELTOS EL,2020,AUTOMATIC,Gasoline,20487.0,694050,automart
569,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,69000.0,693000,automart
570,MITSUBISHI,Strada,2018,MANUAL,Diesel,129000.0,687000,automart
571,NISSAN,Navara,2019,AUTOMATIC,Diesel,23392.0,685600,automart
572,HYUNDAI,H-100,2020,MANUAL,Diesel,46914.0,684000,automart
573,HYUNDAI,H-100,2019,MANUAL,Diesel,48447.0,684000,automart
574,HYUNDAI,H-100,2019,MANUAL,Diesel,54040.0,680000,automart
575,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,10999.0,680000,automart
576,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,17091.0,680000,automart
577,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,21097.0,680000,automart
578,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,13080.0,680000,automart
579,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,6714.0,680000,automart
580,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,8274.0,680000,automart
581,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,7265.0,680000,automart
582,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,37000.0,680000,automart
583,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,21000.0,680000,automart
584,MITSUBISHI,Mirage,2022,AUTOMATIC,Gasoline,7768.0,678000,automart
585,NISSAN,Navara,2019,MANUAL,Diesel,54006.0,675850,automart
586,NISSAN,Urvan,2016,MANUAL,Diesel,216000.0,671000,automart
587,FORD,Ranger,2019,MANUAL,Diesel,216542.0,667000,automart
588,FORD,Ranger,2017,AUTOMATIC,Diesel,199134.0,661500,automart
589,TOYOTA,Vios,2022,MANUAL,Gasoline,1225.0,657500,automart
590,TOYOTA,Vios,2022,MANUAL,Gasoline,6000.0,657000,automart
591,BYD,S7,2017,AUTOMATIC,Gasoline,4000.0,655000,automart
592,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,42337.0,550000,automart
593,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,24978.0,546500,automart
594,FORD,Everest,2016,AUTOMATIC,Gasoline,133976.0,544800,automart
595,TOYOTA,Vios,2019,AUTOMATIC,Gasoline,23028.0,540000,automart
596,SUZUKI,Ertiga,2020,MANUAL,Gasoline,58950.0,535000,automart
597,SUZUKI,Ertiga,2019,MANUAL,Gasoline,11000.0,530000,automart
598,TOYOTA,Vios,2018,AUTOMATIC,Gasoline,34903.0,530000,automart
599,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,29627.0,530000,automart
600,TOYOTA,Vios,2021,MANUAL,Gasoline,11840.0,530000,automart
601,MITSUBISHI,LS,2015,AUTOMATIC,Gasoline,93345.0,525000,automart
602,MITSUBISHI,Montero,2015,AUTOMATIC,Gasoline,133889.0,524000,automart
603,SUZUKI,Dzire,2022,MANUAL,Gasoline,6076.0,522500,automart
604,TOYOTA,Vios,2019,MANUAL,Gasoline,134204.0,520000,automart
605,TOYOTA,Wigo,2021,AUTOMATIC,Gasoline,13253.0,520000,automart
606,TOYOTA,Vios,2018,MANUAL,Gasoline,44380.0,520000,automart
607,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,6000.0,515000,automart
608,PEUGEOT,3008,2014,AUTOMATIC,Diesel,32000.0,512000,automart
609,TOYOTA,Vios,2020,AUTOMATIC,Gasoline,28000.0,512000,automart
610,FOTON,Toplander,2016,MANUAL,Diesel,8000.0,508000,automart
611,FOTON,Thunder,2017,MANUAL,Diesel,41000.0,506000,automart
612,TOYOTA,Wigo,2020,AUTOMATIC,Gasoline,16776.0,501000,automart
613,TOYOTA,Innova,2019,MANUAL,Diesel,61125.0,500250,automart
614,TOYOTA,Vios,2020,AUTOMATIC,Gasoline,113942.0,500000,automart
615,MITSUBISHI,Mirage,2022,AUTOMATIC,Gasoline,7713.0,655000,automart
616,HYUNDAI,H-100,2019,MANUAL,Diesel,48535.0,647167,automart
617,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,24111.0,640000,automart
618,HYUNDAI,Tucson,2016,AUTOMATIC,Gasoline,84030.0,636000,automart
619,TOYOTA,Hilux,2021,MANUAL,Diesel,12354.0,630000,automart
620,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,34479.0,627000,automart
621,MITSUBISHI,L300,2017,MANUAL,Diesel,103000.0,620000,automart
622,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,15722.0,620000,automart
623,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,15703.0,620000,automart
624,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,18906.0,620000,automart
625,TOYOTA,Rush,2020,AUTOMATIC,Gasoline,71020.0,620000,automart
626,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,37000.0,620000,automart
627,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,18951.0,620000,automart
628,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,10755.0,620000,automart
629,MITSUBISHI,Mirage,2021,AUTOMATIC,Gasoline,7263.0,615000,automart
630,FORD,Ranger,2017,MANUAL,Diesel,99752.0,613900,automart
631,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,27630.0,610000,automart
632,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,33279.0,610000,automart
633,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,31065.0,610000,automart
634,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,9516.0,610000,automart
635,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,19190.0,610000,automart
636,TOYOTA,Vios,2021,MANUAL,Gasoline,6056.0,610000,automart
637,TOYOTA,Vios,2021,AUTOMATIC,Gasoline,22663.0,607500,automart
638,MITSUBISHI,Mirage,2022,AUTOMATIC,Gasoline,24115.0,607050,automart
639,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,14000.0,751000,automart
640,HONDA,CR-V,2018,AUTOMATIC,Gasoline,60126.0,747600,automart
641,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,33000.0,746000,automart
642,MITSUBISHI,Montero,2016,AUTOMATIC,Gasoline,62386.0,744800,automart
643,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,20000.0,741000,automart
644,NISSAN,Navara,2018,MANUAL,Diesel,35000.0,740000,automart
645,TOYOTA,Hiace,2019,MANUAL,Diesel,174605.0,740000,automart
646,FORD,Ranger,2020,AUTOMATIC,Diesel,83772.0,739000,automart
647,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,32000.0,735000,automart
648,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,44000.0,735000,automart
649,FORD,Everest,2017,AUTOMATIC,Gasoline,99936.0,730500,automart
650,MITSUBISHI,Xpander,2019,AUTOMATIC,Gasoline,54000.0,730000,automart
651,TOYOTA,Vios,2022,AUTOMATIC,Gasoline,11032.0,730000,automart
